RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30
102001,0,United States,country,,140.81099775525576,140.58407170869373,142.4248046875,143.18255776114546,146.31122132672039,147.31697852542942,147.4886104783599,149.80367050789587,150.0,150.98560980004078,151.7779705117086,150.66426724982153,148.85384615384615,148.79918588873812,148.52556668423827,148.58096828046746,150.476758045292,148.80705394190872,149.51895064452032,150.77131782945736,150.76618882847256,151.4679802385353,151.8987341772152,152.38083646311495,152.11640211640213,151.015873015873,150.7561511730587,149.49702867411412,148.5700424499697,150.53050397877985,154.67350468782706,158.6469499101432,159.80811645346273,162.3579335793358,162.4473784921546,164.10825199645075,161.29032258064515,164.39911797133408,167.14565643370346,170.40240068591027,172.93233082706766,176.7123287671233,180.8871882086168,181.8181818181818,186.21865013398735,189.6969696969697,191.0828025477707,195.58080808080808,195.06736900922448,195.66510655877136,197.3131411822179,201.93185087562546,204.025,205.61475409836066,206.7354128066925,207.18317650697003,207.7546633731933,208.23102310231022,206.10594594594593,204.2429974347594,201.92588200048127,202.70766245780123,205.89488636363637,209.0909090909091,212.12121212121212,210.66491112574062,209.9565,208.33333333333334,208.2802479389453
394913,1,"New York, NY",msa,NY,246.57374031750902,234.6907422563586,248.29439393939396,251.44736842105263,249.58492694456382,269.64769647696477,288.0,264.1741071428571,244.35652781010006,266.0,264.42737430167597,264.2857142857143,273.0769230769231,274.23338916806256,282.10389689511777,273.59781121751024,288.53125,288.5964912280702,289.3170426065163,299.1746195511994,270.94627467333885,279.4390243902439,269.3941456773315,288.64864864864865,287.8787878787879,264.68096184795985,279.5933188090051,289.34894566098944,263.5017165277097,287.40875912408757,282.14285714285717,292.6426706452816,289.1025641025641,305.18432694829346,326.00507896573447,346.7614054451803,290.0444444444444,342.907196969697,329.1666666666667,345.8870483742204,365.1133049073744,350.9933774834437,369.6886055938558,358.7971734168694,381.41265597147947,389.5,333.3487101669196,349.8340813273494,392.515,329.7814814814815,383.16666666666663,405.97667638483966,408.73015873015873,361.7971584038694,400.15396458814473,382.585685483871,352.1124916051041,360.3030303030303,398.3885407341092,403.7974683544304,377.8379028379028,394.7368421052632,473.09284447072736,425.76014523475635,403.3613780272158,436.7166449369839,400.46953046953047,416.1524024024024,414.44594683003237
753899,2,"Los Angeles, CA",msa,CA,396.2554487340169,412.0518420630722,431.706552246591,449.4221464316084,470.96597709690684,475.4976211072664,465.7828735220351,475.2698270440252,480.16759776536315,472.8761275686879,432.0987654320988,444.5711389839098,451.2977762703241,424.978354978355,437.0060988186268,479.3831713040563,479.0091955030785,458.17430025445293,481.2994736842105,492.73353451527726,483.2291074474133,507.8125,466.0478262565652,453.3008855428493,475.62893081761007,488.9484259879437,513.6363636363636,492.7960927960928,488.6197536020046,505.25722406442446,524.3775620596919,489.42099145329473,570.4896428209374,480.20512820512823,498.8558802339584,501.5764088472522,539.0738060781476,504.28546780644655,552.1052631578947,624.5105716523101,599.5475113122172,561.3367227871312,596.9243221367867,592.6075268817203,651.6647013165358,620.0,592.7944842384273,555.0153149048198,586.5102639296188,629.5236091340637,668.2594336007326,666.3187713214238,786.1635220125786,819.5474912896505,743.1500803049703,730.7174399895855,683.297180043384,655.1308623762985,612.0192853091322,601.0215664018161,674.000962927299,639.7360597223095,764.3478260869565,741.184140969163,771.9429108819788,727.5928626247122,620.4306459689534,693.0987611169367,706.4112073724759
394463,3,"Chicago, IL",msa,IL,160.97560975609755,162.47349823321554,162.02898550724638,182.09903195172012,175.61613842086993,173.78991021178575,175.22787878787878,167.36983829790324,170.06084860968633,157.18931093255418,156.08465608465607,157.48058712121212,153.02295918367346,151.95499846725022,160.8676556516532,167.11111111111111,166.736169029747,173.5099614395887,177.54318618042225,168.57142857142858,168.3317465728181,172.22222222222223,154.50241122314773,165.23566158330365,157.15598257324876,165.3618148318747,164.2384572072072,167.05648369132857,159.51602765556254,171.0023907639454,165.13563563563565,170.29847959455856,170.31938857602574,172.6146622148699,163.1077232652922,168.85995777621395,180.125,171.64292350996092,181.72972470238096,186.37322745320478,178.76253092497683,189.87001209189842,189.82796233003273,179.85414187643022,185.52109440267333,193.15476190476193,186.97654038831323,188.77275473735634,191.92546583850933,193.85099750623442,194.21428571428572,202.71059741762866,195.18830781572433,211.75856697819316,206.87460216422662,195.50080342795928,200.37570444583594,194.3638332430969,198.8040426726558,194.89984758732305,196.21848739495798,196.57303370786516,194.6138211382114,204.84427377959355,214.22032346658528,214.30836858190847,201.70846964740093,201.40194153577661,203.3920954207222
394514,4,"Dallas, TX",msa,TX,132.2733953944145,130.69265776770277,132.70448275862068,132.6671455926018,135.08949679162444,137.31132822036722,138.0585851953744,137.9112168053904,137.8058768462528,137.55068661655608,135.83699560527367,135.5748367654445,137.07865168539325,137.59629764709473,136.31511783472263,138.2808112324493,138.83333333333334,137.68380320619127,140.3867608776497,138.17586018569088,139.51326663766855,140.6400966183575,139.5818432188003,139.80263157894737,141.1609477124183,139.5591085271318,141.323703012382,141.19545071821904,140.74663748297252,141.07989356128357,143.05244494790944,143.90836916969897,145.49865229110512,146.50546176762663,148.64851259690943,149.04116759621598,150.10092068334708,154.302103250478,154.7996877016971,160.27709661598823,163.46778160354157,166.6623853211009,169.7761950405032,173.93087287639133,178.1846953207771,179.2588735863845,181.61434977578475,182.5,186.18299445471348,188.63721804511277,194.1649625085208,199.40661478599222,201.61082474226805,208.15499288017688,206.39585133967157,206.4044546109774,203.04123711340208,201.3110815425785,197.8521086077412,198.37487604193774,196.69472856018882,194.8166899140707,199.66825595656218,201.33711925658235,200.339558573854,197.731396172927,198.35768368835608,196.6314040561289,197.4900924702774
394692,5,"Houston, TX",msa,TX,115.1424133154785,114.46743572822054,117.08583686232294,117.8871419910253,119.36675322077662,120.42539881138568,121.55328115593016,121.94162895927602,122.41653418124007,121.66222585567908,120.08048717192219,122.87801333147334,121.7934697703484,122.39550679205851,124.51768007689043,122.7504342790967,124.37056344276841,125.14061893003381,125.86532410320956,126.66060606060606,127.04353380503144,125.18755337791757,127.47062556643635,128.64599324531778,124.93202309086979,127.01175573663876,127.80269058295964,127.80458383594693,127.07177857329151,128.9020361472353,129.39976715498747,131.3515704072983,132.08683691064442,135.31414169997157,135.43846685118876,137.7872080613787,137.47457969783682,136.96489726027397,142.85467853464763,146.81650302949157,148.63534408280856,154.2132620850258,155.83490467211396,156.8686172901921,159.1634121962967,160.43944444444443,164.06446882855465,165.97510373443984,164.4144144144144,167.3121387283237,170.8126984126984,176.07334247744234,176.7864377335142,178.96477132262052,179.33697347893917,180.4579825677706,179.95809484873263,175.46224256292905,173.95139123289727,173.84051414643787,169.97167138810198,171.8689413646187,174.61341501790503,172.97619407149656,177.0452756720931,171.63312903822856,172.6943692895902,172.89572613043407,172.28464419475657
395209,6,"Washington, DC",msa,VA,196.03238107530055,191.8040435458787,196.21109607577807,193.13304721030042,194.59677220394735,197.27755248279576,195.6533260233918,199.996,197.98195631528964,198.86363636363637,186.65422305179655,195.35120329787617,192.98387577491656,188.04347826086956,199.70796822842155,202.29232979664016,194.91323983836463,199.37876187876188,202.6113475177305,205.50920485703094,217.29366920782235,193.443867359169,201.31524117140395,206.5356394129979,228.54981629565594,215.44905660377358,211.5635916848551,220.46555430216307,224.93891485372376,212.79805336921626,245.40842153704557,239.3739450667485,256.9611815678226,244.05055687658427,232.34542326886236,242.7303026927861,231.04018069295847,241.18879712189707,237.98270350752364,235.8287113082955,236.07967109608023,244.66666666666666,256.37962703962705,249.995,265.1452622185389,276.7775,263.2195370156045,256.0530112044818,262.2652770651616,272.3406422460091,271.5582347588717,284.2967836041359,272.8226652675761,274.63750308625407,288.90960315910525,269.8188600417786,278.41414541636675,278.96131646131647,281.6116629955947,286.83625336927224,286.8951376684241,286.8616951115571,288.564989336715,281.0656793303284,282.01676528599603,286.26188007603247,297.32938000994807,301.24592947255246,275.908991231604
394974,7,"Philadelphia, PA",msa,PA,172.80650277557493,170.0,180.6912585779525,199.2398932604548,187.19580688593962,180.88636363636363,183.74979166666668,182.23672066598473,172.86461102250576,188.1578947368421,188.16606929510155,179.6875,177.52949368435992,174.12935323383084,174.21853856562922,188.30658914728684,183.9712918660287,189.1821325648415,180.41666666666666,178.886925795053,181.75015920186797,179.1497730711044,180.12951756449462,183.8361090178347,178.92917997870074,174.68065386427898,187.30328503736104,191.81460680659802,187.5,185.08885999133074,192.9560810810811,193.59434840042616,188.84277198658037,193.58540260595396,192.4607905982906,200.0,199.71776779987172,192.31555652049775,209.4435975609756,207.72592067988668,211.56397352532838,218.41019039828046,227.17391304347825,226.31924003211134,221.30835859679516,230.05853989965684,230.06726013847677,227.8177826564215,234.2063133028973,225.37323318729085,235.99333333333334,236.8760683760684,247.99333333333334,246.06214285714287,253.82662835249042,250.3185948545081,255.25525525525526,256.90114309236566,247.69368633480684,254.5940756993966,244.429372215118,238.66,266.55088194929954,276.58266748617086,258.06451612903226,251.5837104072398,247.45399090157156,248.09923969587834,245.0961030448686
394856,8,"Miami, FL",msa,FL,200.7739665787159,205.68700731840084,191.55486990271186,199.74446337308348,200.01096650152405,206.20497557997558,200.0,200.6578947368421,204.30107526881721,200.40589784356501,201.1815013788773,200.74349442379182,202.52690812087752,205.35070657213168,205.76131687242798,204.08163265306123,220.61185910868957,204.45766810721244,214.70047484888164,219.674355495251,216.80107526881721,218.93317185068736,224.08627920910726,217.8125,224.45163104611925,213.5150731561224,212.5,208.87291546866015,219.42446043165467,216.3367341415891,222.59212861397896,224.24511545293072,245.04357298474946,246.91358024691357,249.13214631782947,256.6666666666667,242.40650334666105,264.8668677518332,272.61219792865364,260.0472813238771,,,309.3478260869565,278.79213483146066,310.5657094661884,284.70588235294116,294.9618826648989,335.63178677196447,326.494738503849,313.45565749235476,336.2833051670202,351.2273370660045,327.4062592635716,341.4711013463378,348.3147632311978,317.20620936428645,325.69616685456594,332.4869991474851,318.51360318513605,318.7789799072643,359.7560975609756,327.22513089005236,375.4026485325698,372.30483271375465,354.1666666666667,373.5632183908046,359.485705945556,355.56557303843397,364.64526357510897
394347,9,"Atlanta, GA",msa,GA,103.26514466546112,106.55626047231198,106.15522359202984,108.84768740031897,110.49723756906077,112.79412007029319,111.07404515893205,111.3399440630562,114.0327430671567,117.9047976011994,119.61135611907387,117.98875702685821,111.29378539044717,113.34420478890989,115.72072072072072,116.12086461227932,119.38747427983539,118.29505915100904,121.24481152054214,121.67123402640237,125.33360324719023,122.87096774193549,122.84624378836598,126.0434226956844,122.37953651910662,127.24705152079454,126.42857142857143,127.90478723404256,124.18687982359427,128.15470337594232,128.84728773584905,133.92759643916915,134.65905688622755,136.2093892747548,138.39629915188897,140.7641819034224,138.6208651399491,142.4797493687838,148.83684904416612,152.45746691871454,160.16850705573728,161.4321388123768,160.99705946497875,159.33451118963487,160.799580888697,164.02067539627842,165.6233833419555,169.54030646235842,166.71223513328778,168.1127982646421,174.7328827078963,177.33166666666668,180.3213280709648,187.43963111952758,181.6646038074631,186.01732210551265,187.31384015594543,180.63010347624964,184.48648074745188,186.56410256410257,183.68961148648648,192.10966532089043,190.438919582566,194.74380600948868,202.05281899109792,196.19658590164022,189.92603422163177,185.31128721594774,193.09647457544534
