RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31
102001,0,United States,country,,0.9764497689622791,0.9793121116197928,0.983340039973125,0.9865170612753804,0.9879495402381405,0.9885867211645312,0.9860882299077672,0.982789077150778,0.9804623053442941,0.9785960553951324,0.9773247549481816,0.9756706263529304,0.9732911244964788,0.9759060335841119,0.9793066377973728,0.9822006867367723,0.9844330173647639,0.9853173649134859,0.9845056098621316,0.9821297087090249,0.9804328707583235,0.9795080260354556,0.9786245995216776,0.9772749722450855,0.9750132596482138,0.9780782509265576,0.9831632409054586,0.985204530428097,0.9827227205749678,0.9851261783588733,0.9886796161394588,0.9908799367209156,0.9922333576556934,0.9929172978646166,0.9934476536799242,0.9916975097717612,0.9908413967872641,0.9944691976694342,1.0021195180445877,1.011736566843634,1.0188807778362365,1.0229056367692033,1.0201896952259457,1.01363927961045,1.0076133875528768,1.0046067585362184,1.0031735187382016,1.0021456755026845,1.0008295730121293,1.0085287929214863,1.0205016470196455,1.0283500516182662,1.0286039672840779,1.021594296333438,1.0088224219528799,0.997439790939853,0.9909022874031678,0.9867358175839204,0.9827135954039937,0.9788734206671698,0.9761577034576334,0.9800123091635897,0.9873438294846776,0.993811453140694,0.9995579923832935,1.0026097552697166,1.0008445955364236,0.9977051195531489
394913,1,"New York, NY",msa,NY,0.9754758964593228,0.9752992912089251,0.9783113262078642,0.9826701776945643,0.980268303331085,0.9855989425991132,0.9845639943932804,0.9853248579730022,0.9808794053307384,0.9799298718071863,0.977013619794181,0.9770882746827458,0.974917971387961,0.9761846896703875,0.9797628807163951,0.9749710635313795,0.9793816031166466,0.9811774743651355,0.9815956598466369,0.980306584204057,0.9773694148476837,0.9771323454345583,0.9756740453602921,0.9756663161358436,0.9736568749558207,0.9739684280630353,0.9775298761520678,0.9818894684390871,0.9815770783497175,0.9805849050360343,0.9860164364942058,0.9938129690815042,0.9959698744284949,0.998186537703203,0.9978048505172803,0.9966214356425389,0.9957542780224111,0.9928576618675542,0.9936019822729982,0.9990945217147402,1.0070884174523853,1.0133309732931222,1.015570962996099,1.0149061658151475,1.0092145364551466,1.00743030664559,1.005404250654081,1.0039946562217994,1.0039737502683939,1.0028591476134194,1.009823122702758,1.0209418179009317,1.0287199452210012,1.034114976648793,1.0280645896421121,1.019344540782191,1.009568435976514,1.0034304653273527,0.9984747101895747,0.9943746611372194,0.9894909918084719,0.9877917852383433,0.9963785802478399,1.006547894461631,1.017388551724556,1.0257597411854336,1.029476338328071,1.0268614233658104
753899,2,"Los Angeles, CA",msa,CA,0.9949279273488335,0.9988742076678432,1.0028614551970876,1.0035078662731047,1.0038855816954624,1.0030330275602133,0.9998486384470401,0.9994403927424369,0.9952747717983695,0.9936412789284289,0.9914104756253975,0.9891780581948197,0.9853889011225476,0.9890158759628809,0.9904124411974315,0.9930522283640704,0.9953344517973564,0.9958075861371906,0.9950004240360079,0.9939035145131812,0.9935844438431055,0.9937661270633743,0.9942640023354662,0.9924083374504317,0.9913339607785105,0.9971139742298142,1.0023862652511804,1.0013916387136355,0.9933303985283318,0.9930176415212246,0.9991794218415946,1.0022417332047944,1.0064455829411139,1.008598772082576,1.0099377796041915,1.0103598570893173,1.0096928971128687,1.0133733819835913,1.023234353804716,1.0324556606810495,1.0371103020613115,1.0409519338706865,1.0398593111604284,1.0349234972830987,1.0287260946576764,1.0282099778071048,1.030363496249241,1.0316617644353836,1.0311196683006698,1.047908219049873,1.0593385300126625,1.0639677550412918,1.0553992671617836,1.0391946686724496,1.0187315034611477,1.0040046289457945,0.9985514147545935,0.9958950935470627,0.9900156638466788,0.9875057575507169,0.9842981574095926,0.9916502694308027,1.0008596773670853,1.0080445766887698,1.0152224003364072,1.019465395035124,1.0197289693462797,1.0205133515614107
394463,3,"Chicago, IL",msa,IL,0.9675404244635737,0.9687616626034175,0.9736389044932646,0.9780001894141797,0.9789325498095631,0.9796388746113532,0.9786976410767277,0.9755627244612686,0.9735246435545236,0.9716096263480029,0.9700294454732974,0.9675526835128854,0.9669700873630037,0.9702856187118191,0.97556584035963,0.9772369333223769,0.9773646717907457,0.97762529949327,0.9766891375598868,0.97552075398213,0.9738261570487233,0.9716178174326864,0.9704155089488137,0.9692092012956699,0.96777295843022,0.9687831406367583,0.9740259766140625,0.9772396318065523,0.9743050509597629,0.9756149667505409,0.9808738381063817,0.9816345745277113,0.9827290950806598,0.9834945151623351,0.982572761536303,0.9820849175091079,0.9813756157456222,0.9827682373455924,0.988807953501897,0.9965497749186973,1.0027452148021196,1.0071078058513732,1.0046710498276024,1.0008808958621533,0.9955217437352291,0.9912494344491418,0.9903825048256192,0.990515377014946,0.9858402975008695,0.9919478596815855,1.0017916530349886,1.0115249546548357,1.0153113300481489,1.013783073292559,1.005574929183721,0.9955089978805463,0.9884436652995733,0.9855898723331953,0.9815451322216533,0.9793308815970049,0.976931252531421,0.9822850911465775,0.9907961623337039,0.998895808079699,1.0061992161630282,1.008219899409308,1.0069094055823715,1.0037804884308814
394514,4,"Dallas, TX",msa,TX,0.9827974429007091,0.987362693870606,0.9897906864003145,0.9928727892563848,0.9940556120849844,0.9913179316053204,0.9901549115764613,0.9862004222770733,0.9856188404230526,0.9835876122874708,0.981928430123426,0.9800357299814129,0.9779741290073604,0.9805391582473403,0.9830680286708645,0.9853465849997255,0.9862835100404242,0.9864017958279498,0.9854878968659723,0.9848927475437944,0.9818762856134485,0.9810960846149336,0.980901825854993,0.9793070003780385,0.978980690942886,0.9810773907094748,0.9845500231629964,0.9857221816540405,0.9848991454998339,0.9868418499002398,0.9890389942303504,0.9900292617669963,0.9926124571512805,0.991991217624223,0.9918750482919524,0.9916232165319183,0.9931937201406502,0.9989842165524871,1.0087457111097795,,,,1.0355442319151686,1.0258308044564182,1.0171048160902405,1.0150919348721068,1.0153298998940188,1.0153758501242007,1.0172447341191202,1.0311896372875935,1.0508250194317796,1.0601777988091574,1.0564870629907248,1.0388344030410317,1.0168799942487308,0.998487714888086,0.98713447809739,0.9852485759087013,0.9803568647407541,0.9746635405145581,0.9744942869387612,0.9794046420392414,0.9859924978669484,0.9931306206858709,0.9955680310690053,0.9941843181084539,0.991792450201594,0.9871554518190714
394692,5,"Houston, TX",msa,TX,0.9663648309622976,0.9689388259646613,0.9700373210561314,0.9743882131224167,0.9753739516430175,0.9759234623434906,0.9760478788529121,0.974587993099941,0.9718149138039306,0.9707110130473801,0.9696496934090083,0.9700491519326238,0.9686316429915205,0.9703602767314076,0.9722217404915826,0.9746225035678815,0.9770323788786133,0.9782167927939951,0.9758969974436278,0.9740023724632347,0.973078968458476,0.9722594472706764,0.9736633020720074,0.9716919502599682,0.9711843109785137,0.9718248803884648,0.9756654343334339,0.9773455051530275,0.9757705296125228,0.9778018730915415,0.9800960352205994,0.9800299376819751,0.9808828273336553,0.980926109247628,0.9815380277216107,0.9802241112558331,0.9801135944764839,0.9830779458202397,0.9883705715357878,0.9953734843879184,1.0021411472698754,1.0071228501690235,1.0057983308086462,1.0005253616323737,0.9955907915066371,0.9934193782834345,0.9920802038463736,0.9928479829613702,0.9931982389688063,0.9973637908736079,1.005979847627331,1.0122363174421534,1.0147990470397488,1.0087537706918992,1.0003033993499202,0.9891822612198764,0.98026379433881,0.9782044823836733,0.9729984785562267,0.9723611951806705,0.9690638048424175,0.973305968335217,0.976965672757896,0.9832080476628487,0.9840102139148866,0.9841337599678035,0.9838611377174972,0.9804287607369591
395209,6,"Washington, DC",msa,VA,0.9858082163207611,0.9915938964925608,0.9929364283049602,0.9980674829953811,0.997638049549358,0.9962861332594236,0.9941059438964769,0.992110433089851,0.9915025657973447,0.9926526875615881,0.9901416957564455,0.9871923091737601,0.9873849874337273,0.9901302921756895,0.9940195518403944,0.9970156872831465,0.9973761972046732,0.9957674995290293,0.9946657342116472,0.9916172725451096,0.9918383873661465,0.9936186114466504,0.9922456270944077,0.9900167968973627,0.9888133301220079,0.99382538309429,0.9998332979670921,0.9998453463206727,0.9959956674777042,0.9983952478753191,1.0016010813574119,1.002380417046406,1.0039894701563894,1.0068835608987035,1.0060032826893606,1.0045311523406264,1.0048030357677307,1.011185612845884,1.0219970552696682,1.028391736028572,1.0337569937078992,1.029501614686149,1.0212521210584966,1.012339961420611,1.0072904365282391,1.0064180694766132,1.0048392588622428,1.0049031119318448,1.004897039773911,1.0196213562509489,1.033177278106791,1.0385104698262844,1.0351057467450264,1.0207389983348496,1.0084752998169813,0.9992597558910358,0.9967278580233491,0.996092634157578,0.9929815902663797,0.9900832969115114,0.9888092666751649,0.9988289059508768,1.007325012822159,1.014235713865785,1.0186625761833168,1.0179328707559292,1.013126761474632,1.0100338056641618
394974,7,"Philadelphia, PA",msa,PA,0.973819126249964,0.973053966755652,0.9780259970395533,0.9777515355007477,0.9834694950829244,0.9842571433382241,0.982576622537112,0.9813578126523826,0.9778905901613166,0.9786500726591655,0.9759576285981698,0.9717526392410828,0.9726984576210429,0.9700004983023955,0.9754927204142863,0.9782931269737066,0.9823389891157873,0.9850066341406432,0.9825965307311708,0.9803366794090175,0.9773095865540322,0.9793293778024148,0.9792399506333749,0.9769772777501641,0.9718767170990367,0.9772246009940871,0.9816286478925129,0.9827012446190756,0.9805766023875909,0.9828740871767758,0.9876368993530273,0.9916637061015992,0.9925027427540443,0.9949219090460191,0.9948380072510583,0.9929263686967,0.9907539160506239,0.9913317773015096,0.9998195551589217,1.0064170998924464,1.0138377488816541,1.0191923747352083,1.01808992082377,1.0125244954404335,1.0048721484770387,1.0005250353320079,0.9987779463838995,0.9997527251815972,0.9980519219959922,0.9985929414291944,1.0116019051622724,1.0250906764934122,1.0294343324276316,1.0293302012395689,1.0168351546606345,1.0077962580136957,0.9996734277492509,0.9964785487528587,0.9931934520889314,0.9849900834593022,0.9804732328914517,0.9850578978887646,0.9955822820887591,1.0021007061376035,1.0107699798929342,1.0166327312797887,1.0151768892144508,1.0134193386565193
394856,8,"Miami, FL",msa,FL,0.9571351229903196,0.9582085452082547,0.9587270951362614,0.9595259839146718,0.9599993239411102,0.9609991171843104,0.9608801203788321,0.9611926875327075,0.9619368055310964,0.9582258586055304,0.9598335874348022,0.9606159757201967,0.956582035275252,0.9578425947026505,0.9581335588188307,0.9587160563166882,0.9604648605107364,0.961875502181497,0.9620012188871664,0.9624210385003605,0.9600588085079474,0.9617021038779974,0.9619508074663022,0.9598169774817324,0.9579684447520139,0.9596171679537526,0.9618852378427528,0.9618132176136351,0.956346193289508,0.959767485612263,0.9637894151585908,0.964550867127018,0.9636472467972107,0.9659692735400303,0.967263644570392,0.9647120216173379,0.96546358148756,0.9661660785337287,0.9696205656058416,0.9733272774052781,0.9772453685963199,0.9819673608429113,0.9844391718310754,0.9828858302528488,0.982174695704942,0.9810206989329543,0.9801378156899329,0.9824106441130264,0.981050864361298,0.9860854323857362,0.9936065786794299,0.9984770864775596,0.9996254965984225,0.9951551161018026,0.9886767803327399,0.980396611661489,0.9750036768794739,0.9709782753487404,0.9654749291705016,0.965121853393044,0.9603527471163873,0.9633524772484094,0.9658086243435909,0.9668767312643585,0.9684099490347143,0.9689216218638498,0.9713177323480551,0.9679166947261565
394347,9,"Atlanta, GA",msa,GA,0.9774801203906012,0.9787076028088825,0.9823548983862176,0.9869517038111959,0.9881922695506749,0.9863106215542661,0.9868413538849113,0.9824251889708705,0.9830770715952425,0.9803662713647883,0.9791594610022943,0.97766568246272,0.9772598453229819,0.979261197680472,0.9811838369845224,0.9840054900262439,0.9849145344510353,0.9851608259121067,0.9850239931290886,0.9837642677919042,0.9822286549517151,0.9807998946204335,0.9813713840183732,0.9808692661852578,0.9772105133241531,0.9827927704647695,0.9845253646361226,0.9866675264364977,0.9851923699000862,0.9855183335594437,0.9895039406213797,0.9886437658131573,0.9919682648186892,0.9924117563646591,0.9920536844908288,0.9922337242924419,0.9918075625214158,0.9969566716318653,1.002563660529424,1.010891817121011,1.0154581094514008,1.0191122119180516,1.0191686030140001,1.013703534098922,1.0094906240666666,1.0069654724707586,1.009238960948567,1.0087815997307459,1.0056754082860115,1.0139970690781082,1.0232043947845586,1.0318574748002733,1.0333520859730732,1.0231103516224767,1.009500555955427,0.9971671924861929,0.9895691555014915,0.9858819365994632,0.9821681538764898,0.9800686162754199,0.9788025008835607,0.9841015404780045,0.9886132096854597,0.9950530633685812,0.9987592344177095,0.9975437538042492,0.9967669575320646,0.9913687392922509
