RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30
394404,10,"Boston, MA",msa,MA,607000.0,599900.0,619000.0,604933.0,566700.0,579800.0,650000.0,666666.5,654703.0,649000.0,650000.0,681000.0,641836.0,601300.0,648450.0,650000.0,677405.0,645000.0,697500.0,654900.0,649000.0,682450.0,638000.0,622450.0,679900.0,660000.0,660000.0,650900.0,642500.0,599900.0,700000.0,673000.0,645000.0,639000.0,654950.0,650000.0,726073.0,690000.0,700596.0,690000.0,715000.0,669000.0,679900.0,694524.5,770323.0,797500.0,749450.0,846770.0,760000.0,786212.5,736084.0,833500.0,850000.0,809900.0,824000.0,846402.5,816038.0,841900.0,867417.0,820000.0,825000.0,840000.0,849900.0,867900.0,890000.0,848995.0,902500.0,885172.5,872500.0
394976,11,"Phoenix, AZ",msa,AZ,316390.0,330000.0,309995.0,308845.0,337990.0,314420.0,313900.0,320222.0,313000.0,333046.0,329990.0,318160.0,332836.0,332990.0,334790.0,342300.5,350000.0,343490.0,339990.0,329211.5,319875.0,336745.0,315000.0,330000.0,332999.0,321540.0,317085.0,318782.5,317990.0,330540.0,342322.0,360202.0,358900.0,365972.5,353950.0,351336.5,355000.0,356015.0,373450.5,394815.5,395000.0,387780.0,400900.0,408990.0,420000.0,439900.0,430000.0,430533.0,460000.0,447085.0,470000.0,463500.0,469397.5,469900.0,461956.0,459999.0,462990.0,452000.0,449550.0,437154.5,435000.0,434888.0,433296.0,449571.0,449995.0,451676.0,443610.0,435868.0,435000.0
395057,12,"San Francisco, CA",msa,CA,835000.0,918000.0,848725.0,886500.0,929000.0,953750.0,980750.0,965137.0,990000.0,1079000.0,999999.0,1125000.0,1070000.0,1132500.0,1145750.0,1250000.0,1150000.0,1151000.0,1156000.0,1125880.0,950000.0,1089000.0,1025000.0,803000.0,999880.0,804460.0,1057500.0,1150000.0,989000.0,848500.0,999372.0,1104500.0,1102961.5,1020000.0,990000.0,978500.0,972000.0,1048284.5,1000000.0,1223000.0,1225000.0,1286940.0,1449500.0,1368463.0,1265000.0,1350000.0,949500.0,972463.5,900000.0,949935.0,957500.0,958000.0,994305.0,1220000.0,1198585.0,1306500.0,909165.0,992500.0,973958.0,1215265.0,1238000.0,1145000.0,1175000.0,1200000.0,1013000.0,1218274.0,1150000.0,1135927.5,1084860.0
395025,13,"Riverside, CA",msa,CA,456000.0,436750.0,447750.0,449750.0,441750.0,450000.0,430000.0,456500.0,440036.5,454750.0,479000.0,439000.0,457218.0,455000.0,445000.0,446000.0,437500.0,441282.5,440000.0,444150.0,440990.0,448000.0,440000.0,450000.0,438500.0,434807.0,444240.0,456500.0,442445.0,455000.0,464000.0,470000.0,469940.0,493490.0,456245.0,496500.0,465990.0,485000.0,504023.0,484000.0,515000.0,511731.5,546685.0,522000.0,540899.5,559000.0,581898.5,545000.0,510000.0,551000.0,563614.0,580000.0,590000.0,607990.0,604250.0,603972.5,584995.0,567580.0,566227.5,563000.0,585000.0,576926.0,565000.0,558830.0,570000.0,569785.0,569079.5,573909.0,567637.5
394532,14,"Detroit, MI",msa,MI,321997.5,334205.0,325965.0,355000.0,338210.0,330000.0,320420.0,350565.0,338940.0,310900.0,343755.0,355641.0,337905.0,339595.0,352530.0,332900.0,365000.0,356400.0,351641.0,352290.0,350155.5,365000.0,322619.5,342130.0,378500.0,334825.0,340121.0,347345.0,373000.0,365065.0,360000.0,373911.5,374938.5,385000.0,320596.0,367800.0,329900.0,359140.0,351795.0,399900.0,369365.0,350000.0,409450.0,371873.0,428000.0,429598.5,430330.0,412410.0,352175.0,419610.0,458225.0,408780.0,439446.0,391570.0,430225.0,403238.0,415860.0,387900.0,452025.0,443731.0,429995.0,465450.0,390000.0,415900.0,435412.0,435000.0,430995.0,472673.0,434990.0
395078,15,"Seattle, WA",msa,WA,599990.0,555000.0,544669.0,604986.5,579594.5,603038.0,588966.5,569950.0,609744.5,610725.0,589815.0,617557.5,599000.0,609950.0,604700.0,600000.0,636000.0,649950.0,634915.0,625000.0,645000.0,645000.0,629950.0,654950.0,641684.0,667000.0,660000.0,658000.0,639139.5,699900.0,680000.0,669999.5,699972.5,699880.0,678769.0,697999.0,668140.0,665440.0,684997.5,699900.0,714990.0,709855.0,740000.0,746722.5,734950.0,763384.5,749950.0,754950.0,769990.0,759950.0,789950.0,822000.0,844475.0,841383.0,911942.0,829975.0,850000.0,809950.0,782500.0,799995.0,800000.0,751940.0,750000.0,819475.0,824995.0,827450.0,795000.0,799745.0,829990.0
394865,16,"Minneapolis, MN",msa,MN,357360.5,371245.0,354532.0,359900.0,392757.0,384000.0,370100.0,376933.0,376133.0,369193.0,394269.0,408972.0,378100.0,393260.0,365900.0,367000.0,385103.0,378700.0,378000.0,391566.5,390000.0,385263.0,399900.0,408995.0,391381.0,385100.0,389900.0,389490.0,392750.0,403500.0,394995.0,401854.5,405000.0,400278.0,408830.0,418925.0,393120.0,414990.0,433673.0,434990.0,419427.0,429540.0,431831.5,441100.0,442530.0,469018.0,476000.0,476555.0,476180.0,484602.5,479900.0,473945.0,485313.5,495142.5,487806.0,499900.0,506298.5,503885.0,516893.0,528109.5,518500.0,485132.5,463400.0,448988.0,459210.0,470000.0,492660.0,487000.0,485000.0
395056,17,"San Diego, CA",msa,CA,731250.0,639500.0,735250.0,847500.0,736000.0,815000.0,820000.0,721000.0,720500.0,800000.0,783000.0,706250.0,667500.0,704000.0,795000.0,728000.0,758000.0,722586.0,792976.0,767500.0,685000.0,771750.0,704950.0,696000.0,749000.0,752000.0,764000.0,772000.0,830000.0,642000.0,794265.0,747230.0,827504.0,900000.0,984900.0,845952.5,900000.0,990000.0,893407.5,944950.0,930000.0,846000.0,963556.0,865500.0,926055.0,1065000.0,860000.0,1111914.0,1390795.0,1025000.0,892500.0,,1875000.0,1250000.0,1056962.5,1275260.0,1300000.0,997500.0,786655.5,839475.0,936000.0,765005.5,959900.0,851490.0,910000.0,1008789.0,1182500.0,920000.0,832417.0
395148,18,"Tampa, FL",msa,FL,271695.0,269347.0,279899.5,292873.0,272000.0,286241.0,267900.0,279500.0,266400.0,281985.0,274990.0,280500.0,279055.0,274500.0,274200.0,269040.0,266000.0,265515.0,277000.0,258245.0,278000.0,289200.0,288970.0,300500.0,278720.0,284140.0,282420.0,286990.0,285495.0,292190.0,290000.0,308220.0,290990.0,297775.0,290410.0,307807.0,289490.0,311601.5,306990.0,315000.0,305371.0,320990.0,335495.0,349000.0,350000.0,366762.5,368985.0,389000.0,381290.0,399990.0,395745.0,414665.0,413107.5,430000.0,431490.0,434260.0,437970.0,410000.0,400200.0,409990.0,400000.0,386142.5,390125.0,404490.0,396489.0,404990.0,409990.0,409990.0,427550.0
394530,19,"Denver, CO",msa,CO,490076.5,499900.0,499900.0,509767.5,509300.5,516200.5,525000.0,505000.0,509900.0,507270.0,481800.0,474000.0,495025.0,503229.5,495865.5,529925.0,546250.0,540000.0,530000.0,525950.0,506850.0,516300.0,499900.0,486703.5,497000.0,506196.0,497725.0,509482.5,503425.0,500652.0,505677.5,510000.0,515000.0,523000.0,531635.0,492900.0,507755.0,497350.0,517000.0,550000.0,522185.0,539000.0,539000.0,575875.0,541647.5,585000.0,615000.0,595000.0,583750.0,606630.0,623100.0,644438.0,661185.0,655000.0,665000.0,678480.0,662900.0,668385.0,650000.0,662597.5,628115.0,645000.0,628490.0,652666.0,653839.0,642415.0,659995.0,640000.0,625650.0
